web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1557300516-3317","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@NIAAAnews","NIAAA News","Promising new treatment for people who drink in response to #depression, anxiety or stress: http://bit.ly/1lPQidW  #alcoholtreatment","","11","2","1397220603000","5:50 AM - 11 Apr 2014","/NIAAAnews/status/454602275840098304"
"1557300516-3384","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@FollowBDT","Black Dog Tribe","Our #depression treatment tips are proving popular - check them out for yourselves: http://bit.ly/MiV166  #mentalhealth #4GoesMad","","15","16","1343083774000","3:49 PM - 23 Jul 2012","/FollowBDT/status/227535956964683777"
"1557300516-3127","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@AHealthBlog","A Health Blog","#Depression Could Be Improved With Vitamin D Deficiency Treatment http://aboutdepressionfacts.com/4wxu pic.twitter.com/B6iJ18UNSo","","6","9","1440346666000","9:17 AM - 23 Aug 2015","/AHealthBlog/status/635486094881107972"
"1557300516-2600","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@picardonhealth","André Picard","""Like Dorothy opening the door into Oz and seeing colour for the first time"" - @Dooce was brought to the brink of death 10 times with #propofol, an experimental treatment for severe #depression https://www.cbc.ca/radio/thecurrent/the-current-for-may-7-2019-1.5124875/this-woman-went-to-the-brink-of-death-and-back-to-treat-her-depression-1.5124886 … via @TheCurrentCBC #mentalhealth","","4","12","1557256639000","12:17 PM - 7 May 2019","/picardonhealth/status/1125842062216192000"
"1557300516-3057","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@blackdoginst","Black Dog Institute","World-first research shows online #insomnia treatment can prevent #depression- potential for  mass protection http://www.blackdoginstitute.org.au/newsmedia/newsdesk/index.cfm …","","12","10","1453947956000","6:25 PM - 27 Jan 2016","/blackdoginst/status/692534039010476032"
"1557300516-3195","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@MDEdgePsych","MDEdge Psychiatry","Advances in diagnosis and treatment of #psychotic #depression #AACP http://bit.ly/1GS6qan","","5","3","1429198532000","8:35 AM - 16 Apr 2015","/MDEdgePsych/status/588727432984846336"
"1557300516-3104","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@BitsandbotsCory","Cory Potter","#BlowYourMind #lifeskills #recovery #treatment #selfhelp #anxiety #depression #eatingdisorders 
Need some help?
http://www.instructables.com/id/Daily-Life-Skills/ …","","2","4","1443548140000","10:35 AM - 29 Sep 2015","/BitsandbotsCory/status/648914048277348352"
"1557300516-2833","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@UCLAHealth","UCLA Health","UCLA to offer free #mentalhealth screening and treatment to students as part of an initiative to fight #depression ➨ http://ucla.in/2yakoE5 pic.twitter.com/Vl7seSRKpe","1","13","35","1505782845000","6:00 PM - 18 Sep 2017","/UCLAHealth/status/909945324080332800"
"1557300516-2693","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@NeuroscienceNew","Neuroscience News","Aerobic Exercise has Antidepressant Treatment Effects
https://neurosciencenews.com/aerobic-exercise-antidepressant-10054/ …
Supervised aerobic exercise has large antidepressant treatment effects for patients with major depression. #exercise #depression #psychology #neuroscience #science","1","50","56","1539965605000","9:13 AM - 19 Oct 2018","/NeuroscienceNew/status/1053318208344768514"
"1557300516-2631","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@DrPhilMuskin","Philip Muskin MD MA","New drug for #postpartumdepression #depression has great promise. But, how will it play out in real time, with real insurance companies, and real access or not to inpatient treatment @APAPsychiatric @ColumbiaPsych @Got_Anxiety  See some comments about ithttps://www.health.com/postpartum-depression/fda-postpartum-depression-drug …","","19","37","1553182310000","8:31 AM - 21 Mar 2019","/DrPhilMuskin/status/1108753088578502658"
"1557300516-2990","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@WeedFeed","Marijuana News","Physicians have Recommended #Cannabis for the Treatment of #Depression Since 1621 -  http://mmjne.ws/1T1h3w7  pic.twitter.com/7U3zGH3SFT","","41","33","1469302572000","12:36 PM - 23 Jul 2016","/WeedFeed/status/756935966066110464"
"1557300516-3257","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@resetmenews","Reset.Me","#Psychedelic Mushrooms Could Be The Next Breakthrough Treatment For #Depression http://reset.me/story/can-psychedelic-mushrooms-treat-depression/ … http://ow.ly/i/7PmKu","2","18","17","1417788610000","6:10 AM - 5 Dec 2014","/resetmenews/status/540870752464277504"
"1557300516-2706","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@WHO_Europe","WHO/Europe","#Depression can be treated and prevented, but at least 75% of people suffering from major depression do not receive adequate treatment. #LetsTalkpic.twitter.com/odCOfqdEb1","17","77","108","1535104538000","2:55 AM - 24 Aug 2018","/WHO_Europe/status/1032929415968292871"
"1557300516-3403","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@kweintraub","Karen Weintraub","Major #depression visible in blood stream. New test may diagnose, track treatment, convince patients they need help. http://bit.ly/wWQCGK","1","2","","1328189357000","5:29 AM - 2 Feb 2012","/kweintraub/status/165064244822421505"
"1557300516-3010","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@JClinPsychiatry","J Clin Psychiatry","From our #CME Institute: A case of treatment-resistant #depression masking other diagnoses. http://buff.ly/25PpD7N pic.twitter.com/obmQaob12p","","8","8","1465823900000","6:18 AM - 13 Jun 2016","/JClinPsychiatry/status/742345359335292928"
"1557300516-3309","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@HealthyPlace","HealthyPlace","Psychiatric Medication Management. New #MentalHealth Treatment Circle blog. http://ow.ly/xU05K  #bipolar #depression #schizophrenia #mhsm","","6","5","1402578091000","6:01 AM - 12 Jun 2014","/HealthyPlace/status/477073209209401344"
"1557300516-2906","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@workttech","WT Remedies","These Are The First Signs Of Depression That Everyone Ignores https://goo.gl/wH7mCG 

#health #homeremedies #treatment #healthylivingpic.twitter.com/njO7s0vXmN","1","10","11","1488576047000","1:20 PM - 3 Mar 2017","/workttech/status/837774779738284032"
"1557300516-2822","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@WHO","World Health Organization (WHO)","#LetsTalk: For someone living with #depression, talking to a person they trust is often the 1st step towards treatment & recovery. pic.twitter.com/yzmb9xs4iZ","5","221","205","1507651064000","8:57 AM - 10 Oct 2017","/WHO/status/917781202060365824"
"1557300516-3173","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@OrganicLiveFood","Organic Live Food","How drug-induced #depression undermines effectiveness of #drug treatment n more US soldiers die of suicide/not com… http://bit.ly/1CZtm24","","5","4","1431917289000","7:48 PM - 17 May 2015","/OrganicLiveFood/status/600130725250244608"
"1557300516-3201","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@sciam","Scientific American","Psychedelic drink used in healing ceremonies could be a treatment for #depression http://ow.ly/LmV9A  #sciencepic.twitter.com/hgPmovrQSp","14","133","131","1428541573000","6:06 PM - 8 Apr 2015","/sciam/status/585971948405923840"
"1557300516-3025","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@beyondblue","Beyond Blue","Anyone experiencing #depression should talk to their GP or #mentalhealth professional about treatment options: https://www.beyondblue.org.au/get-support/find-a-professional …","3","38","30","1463380688000","11:38 PM - 15 May 2016","/beyondblue/status/732097787194531840"
"1557300516-2787","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@BeckleyResearch","Beckley Foundation","A new paper from the Beckley/Imperial research programme examines the importance of the quality of a #psychedelic experience for effective therapeutic treatment. https://www.frontiersin.org/articles/10.3389/fphar.2017.00974/full … @LeorRoseman #psilocybin #depression pic.twitter.com/C7ITMuBuHD","","12","31","1516195920000","5:32 AM - 17 Jan 2018","/BeckleyResearch/status/953620924946792448"
"1557300516-3356","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@Medscape","Medscape","Metabolic biomarkers may help identify treatment response in patients with major #depression http://bit.ly/12Si7Yk","","1","1","1370009123000","7:05 AM - 31 May 2013","/Medscape/status/340469058292031489"
"1557300516-2847","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@DepressionAu","depressionAU","It's fantastic to see so much media coverage for our crucial research #depression #Mentalhealth #treatment @ian_hickie @QIMRBerghoferhttps://twitter.com/abcsydney/status/899431603755139072 …","","10","15","1503281421000","7:10 PM - 20 Aug 2017","/DepressionAu/status/899453591848534017"
"1557300516-2989","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@AHealthBlog","A Health Blog","Study Shows Tai Chi Effective #Depression Treatment in the Elderly  http://ahealthblog.com/yr8w pic.twitter.com/RBxd6LWVCI","1","8","9","1469430533000","12:08 AM - 25 Jul 2016","/AHealthBlog/status/757472676378243072"
"1557300516-3454","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@afspnational","American Foundation for Suicide Prevention","US News & WR Most teens w/ major depression go w/out treatment -> #depression leading cause of teen #suicide http://bit.ly/AuNuP","","","","1242938104000","1:35 PM - 21 May 2009","/afspnational/status/1875035335"
"1557300516-3279","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@BefriendersKL","Befrienders KL","Having #depression does not mean the person is weak or crazy. It just means that he/she is having an illness that requires treatment.","2","11","8","1410947960000","2:59 AM - 17 Sep 2014","/BefriendersKL/status/512178983593463808"
"1557300516-3077","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CBCVancouver","CBC Vancouver","According to a new @UBC study, light therapy could be an effective treatment for people suffering from #depression http://ow.ly/URFgl","1","4","8","1447984221000","5:50 PM - 19 Nov 2015","/CBCVancouver/status/667520324003627008"
"1557300516-3444","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@onlineherbalist","E.","LA Times article on the evaluation and effectiveness of treatment for #depression: http://bit.ly/SFEGf","","","","1249683254000","3:14 PM - 7 Aug 2009","/onlineherbalist/status/3184344279"
"1557300516-2857","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@michaelnultyaut","Michael Nulty-Author","Whether you’re going through #treatment or have recently recovered. Be aware of situations or triggers that set off #depression symptoms","6","32","83","1500675161000","3:12 PM - 21 Jul 2017","/michaelnultyaut/status/888522143595720705"
"1557300516-3422","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@FYIdepression","FYI Depression","Depression Screening Tests Are a Valuable Resource http://bit.ly/akzuEb  #anxiety #treatment #depressed","","1","1","1290723840000","2:24 PM - 25 Nov 2010","/FYIdepression/status/7922476562518016"
"1557300516-3284","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@PediatricPulse","SeattleChildrensNews","Including mental health treatment in primary care could reduce #depression in teens @seattlechildren @GHResearch |http://ow.ly/AKGMA","","3","7","1409086932000","2:02 PM - 26 Aug 2014","/PediatricPulse/status/504373269269864451"
"1557300516-2981","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@BeckleyResearch","Beckley Foundation","#Ketamine has never been closer to shaking off the ""party drug"" label! A possible treatment for #depression http://edition.cnn.com/2016/08/17/health/ketamine-depression-treatment/index.html …","2","7","9","1471605153000","4:12 AM - 19 Aug 2016","/BeckleyResearch/status/766593691066724352"
