,%Strength,Class,Pretend,care,created_at,date,daughter,description,df,draw,eat,educ,famili,favorite_count,followers_count,friends_count,haha,health,hello,help,id,id_str,ill,impress,let,listed_count,location,love,lunch,mayb,peopl,pictur,rent,retweet_count,retweeted,rock,shes,statuses_count,text,that,time,time_zone,toe,trentreznor,umbrella,user,wanna,watch
280,87.85825371742249,Prescriptive,,,Tue Mar 26 14:44:00 +0000 2019,0.07279601693153381,0.06050962209701538,"If the effort isn't there, neither am I 🙂",0,0.07513342052698135,,,0.043166305869817734,0,160,224,,,,,1110552989364875265,1110552989364875265,,,,0,"Alice, South Africa",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,262,RT @othandwa: My friend is suffering from depression because she has to live in the same house as a rapist who keeps raping her 23 years ol…,,,,0.02714640274643898,,0.06668082624673843,vuyokazindinisa,,
281,41.41683578491211,Prescriptive,,,Tue Mar 26 14:44:00 +0000 2019,0.07279601693153381,0.06050962209701538,Ironman Triathlete. @UCSanDiego Bioengineering '14. Emerging Tech Investments at @canvasVC.,0,0.07513342052698135,,,0.043166305869817734,0,625,184,,,,,1110552989524094977,1110552989524094977,,,,18,"San Francisco, CA",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,792,Thought of the morning... maybe we are seeing a rise in anxiety disorders because we are seeing a decrease in langu… https://t.co/bcjM6RVUS9,,,,0.02714640274643898,,0.06668082624673843,jennykaehms,,
282,50.45095682144165,Prescriptive,,,Tue Mar 26 14:44:00 +0000 2019,0.07279601693153381,0.06050962209701538,Estudiando Ingeniería Comercial en la Universidad de la Frontera,0,0.07513342052698135,,,0.043166305869817734,0,9,88,,,,,1110552989608103937,1110552989608103937,,,,0,"Temuco, Chile",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,283,RT @catsofinstagram: From @kittenbnb: “Angel was upset that she had to wait in line for the shower this morning. 😹 Is your cat this demandi…,,,,0.02714640274643898,,0.06668082624673843,benjaaaaguilar,,
283,54.84036207199097,Prescriptive,,,Tue Mar 26 14:44:00 +0000 2019,0.07279601693153381,0.06050962209701538,"Sometimes you can't let go of what's making you sad, because it was the only thing that made you happy.",0,0.07513342052698135,,,0.043166305869817734,0,11,226,,,,,1110552989922676738,1110552989922676738,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,14,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,GothicGroomer,,
284,54.83565330505371,Prescriptive,,,Tue Mar 26 14:44:00 +0000 2019,0.07279601693153381,0.06050962209701538,"♀
@Eminem Wembley 2014 - Reading 2017 - Milano 2018 ~
@justinbieber follows",0,0.07513342052698135,,,0.043166305869817734,0,2312,810,,,,,1110552990878965765,1110552990878965765,,,,25,MCU,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,35208,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,FireMarshallFT9,,
285,58.27037692070007,Prescriptive,,,Tue Mar 26 14:44:00 +0000 2019,0.07279601693153381,0.06050962209701538,"☀️ stefania 🍤 shrimp heaven when? ⭐️ i'm a writer & artist 🌟 i mostly rt cute things & dnd ⚡️ an it harm none, do what ye will 💫 they 🍋 i love you, bye 💛",0,0.07513342052698135,,,0.043166305869817734,0,114,502,,,,,1110552990719586306,1110552990719586306,,,,7,the northland,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,17414,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,theybones,,
286,54.829609394073486,Prescriptive,,,Tue Mar 26 14:44:00 +0000 2019,0.07279601693153381,0.06050962209701538,"If you stand for nothing, you’ll fall for anything. All in with the Tigers, Cardinals and Chiefs 🤩❄️🏀⚾️🏈💯",0,0.07513342052698135,,,0.043166305869817734,0,68,246,,,,,1110552990837026817,1110552990837026817,,,,0,"Missouri, USA",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,2986,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,legendofheard,,
287,33.33333432674408,Prescriptive,,,Tue Mar 26 14:44:00 +0000 2019,0.07279601693153381,0.06050962209701538,oh yeah.. I’m engaged. 💕,0,0.07513342052698135,,,0.043166305869817734,0,1887,295,,,,,1110552990568583168,1110552990568583168,,,,13,"Bloomington, IN",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,79159,this made me so sad.,,,,0.02714640274643898,,0.06668082624673843,JVRQUE,,
288,54.82681393623352,Prescriptive,,,Tue Mar 26 14:44:01 +0000 2019,0.07279601693153381,0.06050962209701538,♡ 07.28♡,0,0.07513342052698135,,,0.043166305869817734,0,351,245,,,,,1110552992690905090,1110552992690905090,,,,4,"New Jersey, USA",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,11030,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,Lesliee_27,,
289,58.27530026435852,Prescriptive,,,Tue Mar 26 14:44:01 +0000 2019,0.07279601693153381,0.06050962209701538,We live on front porches and swing life away.,0,0.07513342052698135,,,0.043166305869817734,0,74,84,,,,,1110552993030684672,1110552993030684672,,,,1,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,917,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,LadyLeLa_Bu,,
290,82.15782642364502,Prescriptive,,,Tue Mar 26 14:44:01 +0000 2019,0.07279601693153381,0.06050962209701538,SHINee World 💙 MVP 💜 | Tw: @Lutfiyani811 | IG: lutfiyani98 | @skehehdanfdldi @SHINee @shinetter,0,0.07513342052698135,,,0.043166305869817734,0,13,251,,,,,1110552993185685505,1110552993185685505,,,,0,"Kota Tangerang, Banten",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,4503,RT @jinkination: i would really like to mention that jinki's album voice is really helpful for calming  down my anxiety issues today until…,,,,0.02714640274643898,,0.06668082624673843,Lutfiyani98,,
291,54.788416624069214,Prescriptive,,,Tue Mar 26 14:44:01 +0000 2019,0.07279601693153381,0.06050962209701538,#김민규 ♡ #최찬희 ♡ #김영훈 ♡ #徐明浩 ♡ #지창민,0,0.07513342052698135,,,0.043166305869817734,0,295,334,,,,,1110552993399742464,1110552993399742464,,,,6,svtbz,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,77540,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,ultmingyu,,
292,90.93316793441772,Prescriptive,,,Tue Mar 26 14:44:01 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,112,280,,,,,1110552993336832000,1110552993336832000,,,,1,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,25020,RT @yabitchmaf: This real life not Mario kart y’all gotta stop driving like this https://t.co/JbPwPI5dLy,,,,0.02714640274643898,,0.06668082624673843,sabiiilopezz,,
293,86.18499040603638,Prescriptive,,,Tue Mar 26 14:44:01 +0000 2019,0.07279601693153381,0.06050962209701538,"Armchair anthropologist.  All the wiser, none the richer. Forever an autodidact. I write 📝 to change minds 🧠 She/her",0,0.07513342052698135,,,0.043166305869817734,0,595,2360,,,,,1110552992778870784,1110552992778870784,,,,9,"Oakland, CA",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,12706,"The left is not united in any way smh ppl who say this.

If you ask me, a lot of liberalism is leaking into ""left""… https://t.co/ZfucYtuY8f",,,,0.02714640274643898,,0.06668082624673843,divine_garbage,,
294,90.28171896934509,Prescriptive,,,Tue Mar 26 14:44:01 +0000 2019,0.07279601693153381,0.06050962209701538,15; sʊռsɛts & ʀaɨռɮօաs🌈,0,0.07513342052698135,,,0.043166305869817734,0,587,495,,,,,1110552993550626817,1110552993550626817,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,9394,"RT @breyyliam: @janinavela I know someone who has not been diagnosed yet. He attempted suicide for 5 times, left his job 4 times bec he's n…",,,,0.02714640274643898,,0.06668082624673843,nikkaxpolvoriza,,
295,75.42729377746582,Prescriptive,,,Tue Mar 26 14:44:01 +0000 2019,0.07279601693153381,0.06050962209701538,Road to RMT and MD 👩🏻‍⚕️ / 📷 ig: ibonchubi,0,0.07513342052698135,,,0.043166305869817734,0,910,672,,,,,1110552994062336001,1110552994062336001,,,,1,"MNL, PH",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,20161,"RT @TheArtidote: Never discredit your gut instinct. You’re not being paranoid. Your body can pick up vibrations, some better than others, a…",,,,0.02714640274643898,,0.06668082624673843,ibonchubi,,
296,33.33333432674408,Prescriptive,,,Tue Mar 26 14:44:01 +0000 2019,0.07279601693153381,0.06050962209701538,Steven 💓,0,0.07513342052698135,,,0.043166305869817734,0,202,198,,,,,1110552993638858754,1110552993638858754,,,,0,Tx,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,2076,RT @Jojo20918: @taiwanesebby We here and we depressed let's get it https://t.co/iiOcAmfhrP,,,,0.02714640274643898,,0.06668082624673843,floress_cx,,
297,65.32921195030212,Prescriptive,,,Tue Mar 26 14:44:01 +0000 2019,0.07279601693153381,0.06050962209701538,Poetry in my soul🖊️Romantic💘Nature Explorer🦉🌊Music heals🎧Christian✝️Fantasy🧛🏻‍♂️Family💯,0,0.07513342052698135,,,0.043166305869817734,0,832,1031,,,,,1110552995232649217,1110552995232649217,,,,34,Dreamworld,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,43370,"RT @om_eye_goodness: Hey.
Really quickly...

I’m sorry if you feel sad today.
If the world feels heavy, today.
I’m sorry if you lash out.
I…",,,,0.02714640274643898,,0.06668082624673843,poetrylvr81,,
298,33.33333432674408,Prescriptive,,,Tue Mar 26 14:44:01 +0000 2019,0.07279601693153381,0.06050962209701538,Steven 💓,0,0.07513342052698135,,,0.043166305869817734,0,202,198,,,,,1110552993638858754,1110552993638858754,,,,0,Tx,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,2076,RT @Jojo20918: @taiwanesebby We here and we depressed let's get it https://t.co/iiOcAmfhrP,,,,0.02714640274643898,,0.06668082624673843,floress_cx,,
299,54.79522347450256,Prescriptive,,,Tue Mar 26 14:44:02 +0000 2019,0.07279601693153381,0.06050962209701538,"Proud Democratic Socialist
Mom, Grandma, Aunt, Sister. Hater of ALL things trump. 
#resistance #resist #impeachtrump",0,0.07513342052698135,,,0.043166305869817734,0,1359,2420,,,,,1110552998382653440,1110552998382653440,,,,1,"Illinois, USA",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,28746,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,Lindaan062,,
300,91.52914881706238,Prescriptive,,,Tue Mar 26 14:44:02 +0000 2019,0.07279601693153381,0.06050962209701538,,0,0.07513342052698135,,,0.043166305869817734,0,226,1002,,,,,1110552998420320258,1110552998420320258,,,,1,Texas,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,6158,RT @KNayyeh: The media’s biggest failure is being loaded with smug self righteous partisan hacks who pretend to be the only defense to our…,,,,0.02714640274643898,,0.06668082624673843,dfwguy1979,,
301,58.27406644821167,Prescriptive,,,Tue Mar 26 14:44:02 +0000 2019,0.07279601693153381,0.06050962209701538,Some clapped girl who protects Lolis from the unworthy. Follow  @strawberymiilks 🖤Kensa Sloshing Machine Main. 🖤 Artist - Will Draw for Free cause ily. (Osechi),0,0.07513342052698135,,,0.043166305869817734,0,76,392,,,,,1110552998223192065,1110552998223192065,,,,0,All Over the World through Milk ♡,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,2138,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,choccomiilks,,
302,52.586597204208374,Prescriptive,,,Tue Mar 26 14:44:02 +0000 2019,0.07279601693153381,0.06050962209701538,"🇯🇲 25yrs . Project Manager/ Wedding Planner.  Clarendon Festival Queen 2018. Founder: Think Mental Health JA. UWI Alumna.
 #BornToBloom  #TerminallyDelightful",0,0.07513342052698135,,,0.043166305869817734,0,137,149,,,,,1110552999083081729,1110552999083081729,,,,1,Jamaica,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,713,"RT @GemJamGym: Working on a song for all those on the TL suffering from depression, suicidal thoughts etc. Reach out.
Beat prod. By @gavin_…",,,,0.02714640274643898,,0.06668082624673843,kimrose_wp,,
303,88.29827904701233,Prescriptive,,,Tue Mar 26 14:44:02 +0000 2019,0.07279601693153381,0.06050962209701538,He who talks most has the least 🇩🇴,0,0.07513342052698135,,,0.043166305869817734,0,1029,509,,,,,1110552999192158208,1110552999192158208,,,,3,"New Jersey, USA",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,9124,actually never understood why people drive like this lol,,,,0.02714640274643898,,0.06668082624673843,TrillO4G,,
304,42.74851977825165,Prescriptive,,,Tue Mar 26 14:44:02 +0000 2019,0.07279601693153381,0.06050962209701538,welcome to my channel,0,0.07513342052698135,,,0.043166305869817734,0,12,16,,,,,1110552997115936768,1110552997115936768,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,1414,"RT @vicxkat: yo this boyfriend shit weird af

i'll literally spend a good 24 hours with him but the minute he's gone i'm so sad

send help…",,,,0.02714640274643898,,0.06668082624673843,lysawie,,
305,58.27175974845886,Prescriptive,,,Tue Mar 26 14:44:02 +0000 2019,0.07279601693153381,0.06050962209701538,• deep down there’s a light that never goes out • 20 • jc♡ •,0,0.07513342052698135,,,0.043166305869817734,0,569,640,,,,,1110552998919528449,1110552998919528449,,,,5,"pittsburgh, pa ",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,26502,"RT @suchnerve: “MY ANXIETY ISN’T *THAT* BAD” STARTER PACK

1. leg bouncing
2. picking at your lips
3. walking very quickly
4. having two mo…",,,,0.02714640274643898,,0.06668082624673843,laurenjustis_,,
306,54.810041189193726,Prescriptive,,,Tue Mar 26 14:44:02 +0000 2019,0.07279601693153381,0.06050962209701538,insta / snapchat @louisbluni,0,0.07513342052698135,,,0.043166305869817734,0,20,24,,,,,1110552999859023878,1110552999859023878,,,,0,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,2534,RT @yvonnethebird12: My dad has been really depressed ever since our family dog passed away and today I surprised him with a new puppy 😊😭 h…,,,,0.02714640274643898,,0.06668082624673843,louisbluni,,
307,54.43790555000305,Prescriptive,,,Tue Mar 26 14:44:03 +0000 2019,0.07279601693153381,0.06050962209701538,#org biasa yg mahu mlakukan sesuatu yg luar biasa#don't judge the book by it's cover#happy always#u hate u can go die # exkmph#upnm#,0,0.07513342052698135,,,0.043166305869817734,0,284,232,,,,,1110553000789983232,1110553000789983232,,,,0,"Kuala Kurau, Perak",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,14306,RT @ashalostinhell: I hope you find someone who doesn't make you sad at night. Someone who reminds you how much they love you everyday. Som…,,,,0.02714640274643898,,0.06668082624673843,nursyuhadah5683,,
308,82.77158737182617,Prescriptive,,,Tue Mar 26 14:44:03 +0000 2019,0.07279601693153381,0.06050962209701538,"Moving mountains ⛰ 🗻  ATX / OY mentor / artist / 23 
💖@beanstalkpark",0,0.07513342052698135,,,0.043166305869817734,0,186,424,,,,,1110553000916013056,1110553000916013056,,,,10,"Austin, TX",0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,25099,RT @baaabyonyx: first of all if you was beefing at a wedding then you should’ve been beefing at that wedding. why would you bring that to s…,,,,0.02714640274643898,,0.06668082624673843,bug42069,,
309,33.33333432674408,Prescriptive,,,Tue Mar 26 14:44:03 +0000 2019,0.07279601693153381,0.06050962209701538,A lil rebel ain't hurtin anybody,0,0.07513342052698135,,,0.043166305869817734,0,399,360,,,,,1110553001104568320,1110553001104568320,,,,1,,0.02614268660545349,0.05804455652832985,0.032125405967235565,,,0.03951606899499893,0,False,,,6765,sad but tru,,,,0.02714640274643898,,0.06668082624673843,_KLHA,,
